pl_name,hostname,discoverymethod,disc_year,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
HD 211403 b,HD 211403,Radial Velocity,2021,F,6273.0,1.206,1.2,0.18,4.3,83.0919,8.48,7.244,8.34865
HD 211810 b,HD 211810,Radial Velocity,2018,G,5652.0,1.13,1.03,0.17,4.26335,64.6353,8.59,6.969,8.417831
HD 212301 b,HD 212301,Radial Velocity,2005,F,6239.0,1.16,1.55,0.18,4.5,54.2304,7.76,6.466,7.63495
HD 212771 b,HD 212771,Radial Velocity,2009,G,5003.0,5.27,1.56,-0.21,3.31,111.155,7.6,5.496,7.35208
HD 213240 b,HD 213240,Radial Velocity,2001,G,5979.0,1.51,1.57,0.15,4.27,40.8707,6.81,5.354,6.65761
HD 213885 b,HD 213885,Transit,2019,G,5978.0,1.1011,1.068,-0.04,4.3827,48.0883,7.95,6.419,7.80173
HD 213885 c,HD 213885,Radial Velocity,2019,G,5978.0,1.1011,1.068,-0.04,4.3827,48.0883,7.95,6.419,7.80173
HD 21411 b,HD 21411,Radial Velocity,2019,G,5605.0,0.825605,0.89,-0.265,4.51,29.1328,7.88,6.131,7.68183
HD 214823 b,HD 214823,Radial Velocity,2016,G,6215.0,2.04,1.115,0.17,4.05,101.368,8.06,6.64,7.91589
HD 215152 b,HD 215152,Radial Velocity,2018,K,4935.0,0.73,0.77,-0.1,4.4,21.5974,8.11,5.775,7.80163
HD 215152 c,HD 215152,Radial Velocity,2018,K,4935.0,0.73,0.77,-0.1,4.4,21.5974,8.11,5.775,7.80163
HD 215152 d,HD 215152,Radial Velocity,2018,K,4935.0,0.73,0.77,-0.1,4.4,21.5974,8.11,5.775,7.80163
HD 215152 e,HD 215152,Radial Velocity,2018,K,4935.0,0.73,0.77,-0.1,4.4,21.5974,8.11,5.775,7.80163
HD 215497 b,HD 215497,Radial Velocity,2009,K,5110.0,0.85,0.67,0.2,4.4,40.5468,8.96,6.784,8.68605
HD 215497 c,HD 215497,Radial Velocity,2009,K,5113.0,0.85,0.92,0.23,4.31,40.5468,8.96,6.784,8.68605
HD 216435 b,HD 216435,Radial Velocity,2002,G,5999.0,1.800029,1.3,0.244,4.154,32.9834,6.03,4.612,5.88357
HD 216437 b,HD 216437,Radial Velocity,2002,G,5909.0,1.394,1.22,0.2,4.188,26.6902,6.04,4.518,5.89397
HD 216520 b,HD 216520,Radial Velocity,2020,K,5103.0,0.76,0.82,-0.16,4.54,19.552,7.53,5.449,7.27896
HD 216520 c,HD 216520,Radial Velocity,2020,K,5103.0,0.76,0.82,-0.16,4.54,19.552,7.53,5.449,7.27896
HD 216536 b,HD 216536,Radial Velocity,2015,K,4639.0,9.83,0.81,-0.17,2.36,376.233,9.229,6.496,8.88324
HD 216770 b,HD 216770,Radial Velocity,2003,G,5399.0,0.93,0.74,0.27,4.37,36.6625,8.11,6.311,7.91638
HD 21693 b,HD 21693,Radial Velocity,2019,G,5430.0,0.914378,0.8,0.0,4.37,33.255,7.95,6.193,7.75701
HD 21693 c,HD 21693,Radial Velocity,2019,G,5430.0,0.914378,0.8,0.0,4.37,33.255,7.95,6.193,7.75701
HD 217107 b,HD 217107,Radial Velocity,1998,G,5622.0,1.2245,1.045,0.37,4.34,20.0619,6.155,4.536,5.96401
HD 217107 c,HD 217107,Radial Velocity,2005,G,5622.0,1.2245,1.045,0.37,4.34,20.0619,6.155,4.536,5.96401
HD 21749 c,GJ 143,Transit,2019,K,4640.0,0.695,0.73,0.003,4.613,16.32,8.08,5.375,7.67906
HD 217786 b,HD 217786,Radial Velocity,2011,F,5966.0,1.27,1.14,-0.135,4.35,55.4847,7.78,6.352,7.63573
HD 217786 c,HD 217786,Radial Velocity,2022,F,5966.0,1.27,1.14,-0.135,4.35,55.4847,7.78,6.352,7.63573
HD 218566 b,HD 218566,Radial Velocity,2010,K,4730.0,0.85,0.76,0.28,4.46,28.8274,8.6,6.223,8.27432
HD 219077 b,HD 219077,Radial Velocity,2012,G,5362.0,1.91,0.92,-0.13,4.0,29.1864,6.12,4.287,5.91597
HD 219134 b,HD 219134,Radial Velocity,2015,K,4699.0,0.778,0.81,0.11,4.567,6.53127,5.56911,3.261,5.2402
HD 219134 c,HD 219134,Radial Velocity,2015,K,4699.0,0.778,0.81,0.11,4.567,6.53127,5.56911,3.261,5.2402
HD 219134 d,HD 219134,Radial Velocity,2015,K,4699.0,0.778,0.81,0.11,4.567,6.53127,5.56911,3.261,5.2402
HD 219134 f,HD 219134,Radial Velocity,2015,K,4699.0,0.778,0.81,0.11,4.567,6.53127,5.56911,3.261,5.2402
HD 219134 g,HD 219134,Radial Velocity,2015,K,4913.0,0.77,0.794,0.08,4.51,6.53127,5.56911,3.261,5.2402
HD 219134 h,HD 219134,Radial Velocity,2015,K,4913.0,0.77,0.794,0.08,4.51,6.53127,5.56911,3.261,5.2402
HD 219139 b,HD 219139,Radial Velocity,2021,G,4831.0,11.22,1.46,-0.2,2.48,104.935,5.84863,3.392,5.57762
HD 219415 b,HD 219415,Radial Velocity,2012,K,4820.0,2.9,1.0,-0.04,3.51,165.184,8.909,6.421,8.59745
HD 219666 b,HD 219666,Transit,2018,G,5540.0,1.059,1.02,0.04,4.4,94.1719,9.809,8.158,9.64956
HD 219828 b,HD 219828,Radial Velocity,2007,G,5891.0,1.56,1.04,0.19,4.17,73.114,8.04,6.53,7.88338
HD 219828 c,HD 219828,Radial Velocity,2016,G,5891.0,1.56,1.04,0.19,4.17,73.114,8.04,6.53,7.88338
HD 220074 b,HD 220074,Radial Velocity,2012,M,3787.0,54.92,2.2,-0.25,1.3,324.54,6.40607,2.006,5.62737
HD 220197 b,HD 220197,Radial Velocity,2018,G,5683.0,0.98,0.91,-0.55,4.42,64.411,8.92,7.349,8.74481
HD 220689 b,HD 220689,Radial Velocity,2012,G,5921.0,1.068,1.016,-0.07,4.36,46.8778,7.74,6.326,7.59438
HD 220773 b,HD 220773,Radial Velocity,2011,F,5940.0,1.679696,1.16,0.09,4.24,50.5103,7.10831,5.651,6.94595
HD 220842 b,HD 220842,Radial Velocity,2016,F,5960.0,1.41647,1.13,-0.17,4.24,64.6498,7.98,6.555,7.83398
HD 221287 b,HD 221287,Radial Velocity,2007,F,6304.0,1.13864,1.25,-0.03,4.43,55.9231,7.82,6.569,7.68153
HD 221416 b,HD 221416,Transit,2019,K,5080.0,2.943,1.212,-0.08,3.584,95.5483,8.15,6.043,7.90776
HD 221420 b,HD 221420,Radial Velocity,2019,G,5847.0,1.947,1.351,0.33,4.03,31.1415,5.82,4.306,5.65862
HD 221585 b,HD 221585,Radial Velocity,2016,G,5620.0,1.850575,1.19,0.29,4.05,55.8535,7.457,5.781,7.28128
HD 222076 b,HD 222076,Radial Velocity,2016,K,4806.0,4.1,1.07,0.05,3.31,91.1538,7.47,5.127,7.18755
HD 222155 b,HD 222155,Radial Velocity,2011,G,5701.0,1.85,1.21,-0.18,3.99,50.6078,7.11716,5.51,6.93563
HD 222237 b,HD 222237,Radial Velocity,2024,K,4751.0,0.71,0.76,-0.32,4.61,11.4469,7.09,4.581,6.73988
HD 222582 b,HD 222582,Radial Velocity,1999,G,5790.0,1.13,1.12,0.01,4.38,42.1586,7.68,6.173,7.51889
HD 224018 b,HD 224018,Radial Velocity,2025,G,5784.0,1.147,1.013,0.05,4.32,105.48,9.715,8.145001,9.52137
HD 224018 c,HD 224018,Transit,2025,G,5784.0,1.147,1.013,0.05,4.32,105.48,9.715,8.145001,9.52137
HD 224018 d,HD 224018,Transit,2025,G,5784.0,1.147,1.013,0.05,4.32,105.48,9.715,8.145001,9.52137
HD 224538 b,HD 224538,Radial Velocity,2016,F,6097.0,1.54,1.23,0.27,4.19,79.0608,8.06,6.76,7.92192
HD 224693 b,HD 224693,Radial Velocity,2006,G,5894.0,1.93,1.31,0.27,4.38,93.5015,8.23,6.808,8.08528
HD 22496 b,HD 22496,Radial Velocity,2021,K,4385.0,0.674,0.684,-0.08,4.69,13.5956,8.57,5.338,8.01945
HD 22532 b,HD 22532,Radial Velocity,2022,G,5038.0,5.69,1.57,-0.19,3.09,161.183,7.85,5.671,7.6043
HD 22781 b,HD 22781,Radial Velocity,2011,K,5027.0,0.743475,0.75,-0.37,4.6,32.6034,8.78,6.607,8.52445
HD 22946 d,HD 22946,Transit,2023,F,6169.0,1.117,1.098,-0.08,4.47,62.7792,8.270001,6.981,8.1281
HD 23079 b,HD 23079,Radial Velocity,2001,F,5994.0,1.08,1.16,-0.129,4.37,33.4591,7.12,5.705,6.96235
HD 23079 c,HD 23079,Radial Velocity,2025,F,5994.0,1.08,1.16,-0.129,4.37,33.4591,7.12,5.705,6.96235
HD 23127 b,HD 23127,Radial Velocity,2006,G,5843.0,1.49,1.208,0.29,4.146,93.8555,8.58,7.087,8.42019
HD 231701 b,HD 231701,Radial Velocity,2007,F,6101.0,1.53,1.21,0.05,4.31,108.877,8.97,7.657,8.83051
HD 233604 b,HD 233604,Radial Velocity,2013,K,4791.0,10.9,1.5,-0.36,2.55,847.058,10.291,7.979,10.1054
HD 233832 b,HD 233832,Radial Velocity,2018,G,4981.0,0.68,0.71,-0.66,4.49,58.742,10.15,8.013,9.94557
HD 23472 b,HD 23472,Transit,2019,K,4684.0,0.71,0.67,-0.2,4.53,39.0341,9.73,7.207,9.38476
HD 23472 c,HD 23472,Transit,2019,K,4684.0,0.71,0.67,-0.2,4.53,39.0341,9.73,7.207,9.38476
HD 23472 d,HD 23472,Transit,2022,K,4684.0,0.71,0.67,-0.2,4.53,39.0341,9.73,7.207,9.38476
HD 23472 e,HD 23472,Transit,2022,K,4684.0,0.71,0.67,-0.2,4.53,39.0341,9.73,7.207,9.38476
HD 23472 f,HD 23472,Transit,2022,K,4684.0,0.71,0.67,-0.2,4.53,39.0341,9.73,7.207,9.38476
HD 235088 b,HD 235088,Transit,2023,K,5075.0,0.772,0.849,-0.02,4.55,41.1706,9.19,7.084,8.94271
HD 23596 b,HD 23596,Radial Velocity,2003,F,6040.0,1.53,1.1,0.33,4.23,52.0018,7.26122,5.874,7.10356
HD 238090 b,HD 238090,Radial Velocity,2020,M,3933.0,0.57,0.578,-0.03,4.7,15.2354,9.71,6.059,9.037911
HD 238914 b,HD 238914,Radial Velocity,2018,K,4769.0,12.73,1.47,-0.25,2.37,519.452,8.770001,6.325,8.497
HD 240210 b,HD 240210,Radial Velocity,2009,K,4297.0,25.456816,0.82,-0.18,2.31,372.405,8.270001,4.388,7.64476
HD 240237 b,HD 240237,Radial Velocity,2011,K,3926.0,71.23,8.76,-0.25,1.67,933.377,8.19,4.319,7.49317
HD 24040 b,HD 24040,Radial Velocity,2006,G,5802.0,1.3,1.11,0.19,4.26,46.6224,7.515,5.969,7.33476
HD 24040 c,HD 24040,Radial Velocity,2021,G,5776.49,1.387296,1.10394,0.1971,4.197486,46.6224,7.515,5.969,7.33476
HD 24064 b,HD 24064,Radial Velocity,2015,K,4052.0,40.0,1.61,-0.49,1.44,300.247,6.74616,3.13,6.17839
HD 24085 b,HD 24085,Radial Velocity,2019,G,6034.0,1.412551,1.22,0.17,4.1967,54.9004,7.57,6.172,7.42496
HD 25015 b,HD 25015,Radial Velocity,2019,K,5160.0,0.83,0.86,0.04,4.4,37.433,8.87,6.806,8.59876
HD 25171 b,HD 25171,Radial Velocity,2010,F,6125.0,1.23,1.076,-0.12,4.263,55.6146,7.77,6.489,7.638
HD 25723 b,HD 25723,Radial Velocity,2020,K,4766.0,13.76,2.12,-0.03,2.5,114.816,5.60075,3.044,5.31947
HD 260655 b,HD 260655,Transit,2022,M,3803.0,0.439,0.439,-0.43,5.2,10.0055,9.63,5.862,8.876041
HD 260655 c,HD 260655,Transit,2022,M,3803.0,0.439,0.439,-0.43,5.2,10.0055,9.63,5.862,8.876041
HD 2638 b,HD 2638,Radial Velocity,2005,K,5186.0,0.94,0.77,0.13,4.38,54.9621,9.44,7.308,9.192761
HD 27442 b,HD 27442,Radial Velocity,2000,K,4846.0,3.18,1.23,0.42,3.783,18.2704,4.44,1.745,4.14532
HD 27631 b,HD 27631,Radial Velocity,2012,G,5737.0,0.923,0.944,-0.12,4.455,50.2862,8.26,6.646,8.08478
HD 27894 b,HD 27894,Radial Velocity,2005,K,4875.0,0.891767,0.81,0.3,4.22,43.8214,9.36,7.071,9.06573
HD 27894 c,HD 27894,Radial Velocity,2017,K,4875.0,0.891767,0.8,0.3,4.22,43.8214,9.36,7.071,9.06573
HD 27894 d,HD 27894,Radial Velocity,2017,K,4875.0,0.891767,0.81,0.3,4.22,43.8214,9.36,7.071,9.06573
HD 27969 b,HD 27969,Radial Velocity,2021,G,5966.0,1.27,1.16,0.18,4.12,67.9328,7.66,6.202,7.5139
HD 28109 b,HD 28109,Transit,2022,F,6189.0,1.425,1.227,0.1,4.25,139.611,9.42,8.175,9.29976
HD 28109 c,HD 28109,Transit,2022,F,6189.0,1.425,1.227,0.1,4.25,139.611,9.42,8.175,9.29976
HD 28109 d,HD 28109,Transit,2022,F,6189.0,1.425,1.227,0.1,4.25,139.611,9.42,8.175,9.29976
HD 28185 b,HD 28185,Radial Velocity,2001,G,5602.0,1.048,0.974,0.19,4.386,39.3809,7.8,6.185,7.62682
HD 28185 c,HD 28185,Radial Velocity,2022,G,5602.0,1.048,0.974,0.19,4.386,39.3809,7.8,6.185,7.62682
HD 28254 b,HD 28254,Radial Velocity,2010,G,5664.0,1.48,1.1,0.06,4.12,55.2884,7.69,6.006,7.49977
HD 28471 b,HD 28471,Radial Velocity,2025,G,5766.0,1.08,0.98,-0.04,4.38,43.6455,7.89,6.315,7.72751
HD 28471 c,HD 28471,Radial Velocity,2025,G,5766.0,1.08,0.98,-0.04,4.38,43.6455,7.89,6.315,7.72751
HD 28471 d,HD 28471,Radial Velocity,2025,G,5766.0,1.08,0.98,-0.04,4.38,43.6455,7.89,6.315,7.72751
HD 285507 b,HD 285507,Radial Velocity,2013,K,4503.0,0.69,0.82,0.13,4.67,45.0293,10.49,7.665,10.0404
HD 285968 b,HD 285968,Radial Velocity,2008,M,3703.49,0.478214,0.5,-0.1,4.74889,9.47045,9.95,5.607,8.99955
HD 28678 b,HD 28678,Radial Velocity,2011,G,4972.0,6.48,1.53,-0.11,3.06,189.908,8.38,5.775,8.05469
HD 29021 b,HD 29021,Radial Velocity,2017,G,5560.0,0.85,0.86,-0.3,4.44,30.9939,7.76,6.082,7.58565
HD 290327 b,HD 290327,Radial Velocity,2009,G,5505.0,0.95,0.84,-0.14,4.41,56.433,8.99,7.271,8.80364
HD 29399 b,HD 29399,Radial Velocity,2022,K,4845.0,4.5,1.17,0.14,3.25,44.1518,5.79,3.777,5.50503
HD 2952 b,HD 2952,Radial Velocity,2013,K,4853.0,10.9,1.91,0.0,2.65,110.103,5.9258,3.629,5.64532
HD 30177 b,HD 30177,Radial Velocity,2002,G,5680.0,1.019,0.98,0.43,4.417,55.5867,8.41,6.715,8.21511
HD 30177 c,HD 30177,Radial Velocity,2016,G,5680.0,1.019,0.98,0.43,4.417,55.5867,8.41,6.715,8.21511
HD 30562 b,HD 30562,Radial Velocity,2009,G,5882.0,1.61,1.12,0.2,4.07,26.1597,5.77466,4.31,5.61828
HD 30669 b,HD 30669,Radial Velocity,2014,G,5400.0,0.91,0.92,0.13,4.37,58.0844,9.12,7.329,8.90667
HD 30856 b,HD 30856,Radial Velocity,2011,K,4895.0,4.4,1.17,-0.06,3.2,131.199,7.91,5.657,7.65813
HD 31253 b,HD 31253,Radial Velocity,2010,F,6130.0,1.75,1.7,0.17,4.18,58.1438,7.13266,5.792,6.98479
HD 31527 b,HD 31527,Radial Velocity,2019,G,5898.0,1.073694,0.96,-0.17,4.45,38.4473,7.49,6.049,7.33222
HD 31527 c,HD 31527,Radial Velocity,2019,G,5898.0,1.073694,0.96,-0.17,4.45,38.4473,7.49,6.049,7.33222
HD 31527 d,HD 31527,Radial Velocity,2019,G,5898.0,1.073694,0.96,-0.17,4.45,38.4473,7.49,6.049,7.33222
HD 3167 b,HD 3167,Transit,2016,K,5261.0,0.88,0.837,0.04,4.53,47.2899,8.97,7.066,8.76221
HD 3167 c,HD 3167,Transit,2016,K,5261.0,0.88,0.837,0.04,4.53,47.2899,8.97,7.066,8.76221
HD 3167 d,HD 3167,Radial Velocity,2017,K,5261.0,0.88,0.837,0.04,4.53,47.2899,8.97,7.066,8.76221
HD 3167 e,HD 3167,Radial Velocity,2022,K,5261.0,0.88,0.837,0.04,4.53,47.2899,8.97,7.066,8.76221
HD 32518 b,HD 32518,Radial Velocity,2009,K,4580.0,10.22,1.13,-0.15,2.1,122.115,6.43005,3.911,6.11933
HD 32963 b,HD 32963,Radial Velocity,2015,G,5727.0,1.111044,0.94,0.11,4.41,38.0786,7.6,6.024,7.42756
HD 330075 b,HD 330075,Radial Velocity,2004,K,5000.0,0.84,0.47,0.05,4.26,45.2989,9.36,7.171,9.09159
HD 331093 b,HD 331093,Radial Velocity,2021,K,5544.0,1.1112,1.03,0.17,4.2,50.1928,8.38,6.649,8.19105
HD 33142 b,HD 33142,Radial Velocity,2011,K,5025.4,4.17,1.52,0.06,3.375,121.375,7.96,5.792,7.71274
HD 33142 c,HD 33142,Radial Velocity,2016,K,5025.4,4.17,1.52,0.06,3.375,121.375,7.96,5.792,7.71274
HD 33142 d,HD 33142,Radial Velocity,2022,K,5025.4,4.17,1.52,0.06,3.375,121.375,7.96,5.792,7.71274
HD 332231 b,HD 332231,Transit,2020,F,6128.0,1.266,1.1642,0.043,4.296,80.6665,8.558,7.242,8.41839
HD 33283 b,HD 33283,Radial Velocity,2006,G,5935.0,1.97,1.38,0.35,4.12,89.8623,8.05,6.646,7.89933
HD 33564 b,HD 33564,Radial Velocity,2005,F,6250.0,1.4367,1.25,-0.12,4.0,20.9531,5.10111,3.911,4.97155
HD 33844 b,HD 33844,Radial Velocity,2015,K,4861.0,5.39,1.84,0.27,3.24,105.779,7.29,4.945,7.01153
HD 33844 c,HD 33844,Radial Velocity,2015,K,4861.0,5.29,1.78,0.27,3.24,105.779,7.29,4.945,7.01153
HD 34445 b,HD 34445,Radial Velocity,2009,G,5879.0,1.38,1.14,0.18,4.21,46.0907,7.31,5.79,7.14947
HD 34445 c,HD 34445,Radial Velocity,2017,G,5836.0,1.38,1.07,0.14,4.21,46.0907,7.31,5.79,7.14947
HD 34445 d,HD 34445,Radial Velocity,2017,G,5836.0,1.38,1.07,0.14,4.21,46.0907,7.31,5.79,7.14947
HD 34445 e,HD 34445,Radial Velocity,2017,G,5836.0,1.38,1.07,0.14,4.21,46.0907,7.31,5.79,7.14947
HD 34445 f,HD 34445,Radial Velocity,2017,G,5836.0,1.38,1.07,0.14,4.21,46.0907,7.31,5.79,7.14947
HD 34445 g,HD 34445,Radial Velocity,2017,G,5836.0,1.38,1.07,0.14,4.21,46.0907,7.31,5.79,7.14947
HD 35759 b,HD 35759,Radial Velocity,2016,G,6060.0,1.759974,1.15,0.04,4.24,71.2423,7.74,6.319,7.59606
HD 360 b,HD 360,Radial Velocity,2021,G,4770.0,10.86,1.69,-0.06,2.59,111.542,5.986,3.748,5.70895
HD 36384 b,HD 36384,Radial Velocity,2023,M,3940.0,38.4,1.14,-0.16,1.1,209.309,6.18839,2.288,5.48147
HD 3651 b,HD 3651,Radial Velocity,2003,K,5221.0,0.871954,0.799,0.1453,4.45,11.1336,5.88437,3.999,5.65255
HD 37124 b,HD 37124,Radial Velocity,2002,G,5698.64,0.949168,0.85,-0.44,4.391203,31.6634,7.68,5.952,7.47238
HD 37124 c,HD 37124,Radial Velocity,2002,G,5698.64,0.949168,0.85,-0.44,4.391203,31.6634,7.68,5.952,7.47238
HD 37124 d,HD 37124,Radial Velocity,2005,G,5698.64,0.949168,0.85,-0.44,4.391203,31.6634,7.68,5.952,7.47238
HD 37605 b,HD 37605,Radial Velocity,2004,K,5329.0,0.91,0.94,0.27,4.511,46.7864,8.67,6.815,8.46192
HD 37605 c,HD 37605,Radial Velocity,2012,K,5329.0,0.91,0.94,0.27,4.511,46.7864,8.67,6.815,8.46192
HD 3765 b,HD 3765,Radial Velocity,2021,K,5049.8,0.83061,0.851785,0.1716,4.527285,17.926,7.36,5.164,7.07827
HD 38283 b,HD 38283,Radial Velocity,2010,F,5981.0,1.49,1.37,-0.18,4.23,38.0615,6.69,5.267,6.54392
HD 38529 b,HD 38529,Radial Velocity,2000,G,5697.0,2.857838,0.98,0.51,3.709333,42.3538,5.92848,4.211,5.74796
HD 38529 c,HD 38529,Radial Velocity,2000,G,5697.0,2.857838,0.98,0.51,3.709333,42.3538,5.92848,4.211,5.74796
HD 38801 b,HD 38801,Radial Velocity,2009,K,5338.0,2.029,1.207,0.25,3.877,91.4349,8.26,6.279,8.03397
HD 39091 b,HD 39091,Radial Velocity,2001,G,5998.0,1.17,1.07,0.09,4.43,18.2702,5.65,4.241,5.5128
HD 39194 b,HD 39194,Radial Velocity,2021,K,5205.0,0.783742,0.86,-0.61,4.53,26.4131,8.09,6.094,7.85201
HD 39194 c,HD 39194,Radial Velocity,2021,K,5205.0,0.783742,0.86,-0.61,4.53,26.4131,8.09,6.094,7.85201
HD 39194 d,HD 39194,Radial Velocity,2021,K,5205.0,0.783742,0.86,-0.61,4.53,26.4131,8.09,6.094,7.85201
HD 40307 b,HD 40307,Radial Velocity,2009,K,4956.0,0.716684,0.77,-0.31,4.47,12.9363,7.17,4.793,6.84367
HD 40307 c,HD 40307,Radial Velocity,2009,K,4956.0,0.716684,0.77,-0.31,4.47,12.9363,7.17,4.793,6.84367
HD 40307 d,HD 40307,Radial Velocity,2009,K,4956.0,0.716684,0.77,-0.31,4.47,12.9363,7.17,4.793,6.84367
HD 40307 f,HD 40307,Radial Velocity,2013,K,4956.0,0.716684,0.77,-0.31,4.47,12.9363,7.17,4.793,6.84367
HD 40307 g,HD 40307,Radial Velocity,2013,K,4956.0,0.716684,0.77,-0.31,4.47,12.9363,7.17,4.793,6.84367
HD 40956 b,HD 40956,Radial Velocity,2017,K,4869.0,8.56,2.0,0.14,3.02,116.593,6.42794,4.143,6.14049
HD 40979 b,HD 40979,Radial Velocity,2002,F,6165.0,1.21,1.45,0.2,4.43,34.0883,6.75512,5.452,6.59963
HD 4113 b,HD 4113,Radial Velocity,2007,G,5688.0,1.077514,1.008,0.2,4.4,41.8727,7.88,6.289,7.71051
HD 42012 b,HD 42012,Radial Velocity,2017,K,5405.0,0.82,0.83,-0.09,4.45,36.7984,8.44,6.584,8.22949
HD 4203 b,HD 4203,Radial Velocity,2001,G,5596.0,1.42,1.25,0.4,4.23,81.3795,8.7,7.047,8.51545
HD 4203 c,HD 4203,Radial Velocity,2014,G,5582.0,1.49795,0.99,0.34,4.08271,81.3795,8.7,7.047,8.51545
HD 4208 b,HD 4208,Radial Velocity,2001,G,5717.0,0.846,0.883,-0.28,4.501,34.1937,7.783,6.163,7.61066
HD 42618 b,HD 42618,Radial Velocity,2016,G,5727.0,0.999,1.015,-0.09,4.44,24.3358,6.87,5.301,6.68303
HD 4308 b,HD 4308,Radial Velocity,2005,G,5686.0,1.02,0.93,-0.35,4.39,22.0158,6.55,4.945,6.37578
HD 4313 b,HD 4313,Radial Velocity,2009,G,4943.0,5.14,1.63,0.14,3.24,136.308,7.83,5.595,7.57399
HD 43197 b,HD 43197,Radial Velocity,2010,G,5508.0,1.0,0.96,0.4,4.31,62.4112,8.98,7.203,8.77158
HD 43197 c,HD 43197,Radial Velocity,2022,G,5508.0,1.0,0.96,0.4,4.31,62.4112,8.98,7.203,8.77158
HD 43691 b,HD 43691,Radial Velocity,2007,G,6093.0,1.6,1.32,0.33,4.28,85.6009,8.03,6.7,7.8972
HD 44219 b,HD 44219,Radial Velocity,2010,G,5752.0,1.32,1.2,0.03,4.21,52.9051,7.69,6.115,7.52973
HD 45184 b,HD 45184,Radial Velocity,2019,G,5869.0,1.075139,1.03,0.04,4.47,21.9532,6.383,4.871,6.21037
HD 45184 c,HD 45184,Radial Velocity,2019,G,5869.0,1.075139,1.03,0.04,4.47,21.9532,6.383,4.871,6.21037
HD 45350 b,HD 45350,Radial Velocity,2004,G,5566.0,1.26442,0.98,0.23,4.22551,46.8733,7.89,6.224,7.7
HD 45364 b,HD 45364,Radial Velocity,2008,K,5466.0,0.89,0.82,-0.17,4.38,34.354,8.08,6.316,7.88016
HD 45364 c,HD 45364,Radial Velocity,2008,K,5466.0,0.89,0.82,-0.17,4.38,34.354,8.08,6.316,7.88016
HD 45652 b,HD 45652,Radial Velocity,2008,G,5294.0,0.94,0.92,0.26,4.2,34.8541,8.1,6.263,7.9118
HD 46375 b,HD 46375,Radial Velocity,2000,K,5285.0,0.914196,0.92,0.24,4.533,29.5529,7.91,6.0,7.69533
HD 47186 b,HD 47186,Radial Velocity,2008,G,5657.0,1.08,0.96,0.24,4.36,37.4574,7.63,6.005,7.44897
HD 47186 c,HD 47186,Radial Velocity,2008,G,5657.0,1.08,0.96,0.24,4.36,37.4574,7.63,6.005,7.44897
HD 4732 b,HD 4732,Radial Velocity,2012,K,4898.0,5.03,1.39,-0.01,3.17,54.7841,5.9,3.691,5.6509
HD 4732 c,HD 4732,Radial Velocity,2012,K,4898.0,5.03,1.39,-0.01,3.17,54.7841,5.9,3.691,5.6509
HD 47366 b,HD 47366,Radial Velocity,2016,K,4866.0,7.3,1.81,-0.02,2.97,84.3552,6.11151,4.055,5.83869
HD 47366 c,HD 47366,Radial Velocity,2016,K,4866.0,7.3,1.81,-0.02,2.97,84.3552,6.11151,4.055,5.83869
HD 47536 b,HD 47536,Radial Velocity,2002,K,4380.0,23.47,2.1,-0.65,2.13,122.536,5.25,2.383,4.88004
HD 4760 b,HD 4760,Radial Velocity,2021,K,4076.0,42.4,1.05,-0.91,1.62,537.873,7.51,3.993,6.98504
HD 48265 b,HD 48265,Radial Velocity,2008,G,5733.0,1.901,1.312,0.3,3.97,90.5446,8.05,6.449,7.87925
HD 48265 c,HD 48265,Radial Velocity,2026,G,5805.0,2.05,1.38,0.39,4.06,90.5446,8.05,6.449,7.87925
HD 48948 b,HD 48948,Radial Velocity,2024,K,4593.0,0.679,0.686,-0.21,4.61,16.9043,8.58,5.612,8.11311
HD 48948 c,HD 48948,Radial Velocity,2024,K,4593.0,0.679,0.686,-0.21,4.61,16.9043,8.58,5.612,8.11311
HD 48948 d,HD 48948,Radial Velocity,2024,K,4593.0,0.679,0.686,-0.21,4.61,16.9043,8.58,5.612,8.11311
HD 4917 b,HD 4917,Radial Velocity,2018,K,4802.0,5.01,1.32,0.18,2.97,204.277,8.03,5.61,7.74877
HD 49674 b,HD 49674,Radial Velocity,2002,G,5602.0,1.02,1.03,0.32,4.44,43.0399,8.1,6.432,7.91841
HD 50499 b,HD 50499,Radial Velocity,2005,G,6102.0,1.351,1.253,0.26,4.247,46.2845,7.21,5.836,7.0564
HD 50499 c,HD 50499,Radial Velocity,2019,G,6099.0,1.42,1.31,0.38,4.42,46.2845,7.21,5.836,7.0564
HD 50554 b,HD 50554,Radial Velocity,2002,F,5987.0,1.02,1.04,-0.04,4.333282,31.1664,6.8561,5.467,6.69786
HD 51608 b,HD 51608,Radial Velocity,2019,G,5358.0,0.916136,0.8,-0.07,4.36,35.0553,8.17,6.328,7.96058
HD 51608 c,HD 51608,Radial Velocity,2019,G,5358.0,0.916136,0.8,-0.07,4.36,35.0553,8.17,6.328,7.96058
HD 52265 b,HD 52265,Radial Velocity,2000,G,6136.0,1.32,1.204,0.21,4.36,29.9803,6.29351,4.953,6.15257
HD 5278 b,HD 5278,Transit,2021,F,6203.0,1.194,1.126,-0.12,4.5,57.5846,7.94,6.605,7.80375
HD 5278 c,HD 5278,Radial Velocity,2021,F,6203.0,1.194,1.126,-0.12,4.5,57.5846,7.94,6.605,7.80375
